"__mclCluster","EnrichmentMap::Colouring (Tumor_late_early)","EnrichmentMap::ES (Tumor_late_early)","EnrichmentMap::fdr_qvalue (Tumor_late_early)","EnrichmentMap::fwer_qvalue (Tumor_late_early)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Tumor_late_early)","EnrichmentMap::pvalue (Tumor_late_early)","name","selected","shared name"
"10","-0.9996344554104641",,"0.00592288190001612",,"NCKAP1L|KLRB1B|PPP3CB|CD59A|SH2D1B2|GFER|IL7R|PTPRC|KLRE1|SERPINB9B|SERPINB9C|TAP2|CLEC2D|CLEC12B|KLRD1|TAP1|CRK|SERPINB9F|SERPINB9|HSP90AB1|SERPINB9D|SERPINB9G|IGF2|SERPINB9E|CEACAM1|LGALS9|CX3CR1|HAVCR2|IL4|SERPINB9H|IL13|CD59B|ARRB2","negative regulation of cell killing","33","ENR","GO:0031342","-1.0","3.65544589535879E-4","GO:0031342","false","GO:0031342"
"6","-0.9999999992913894",,"3.68477515611078E-8",,"IL6|CACTIN|MMP12|XIAP|PTPN2|HPX|CCDC3|ZBP1|USP18|TRAIP|OTUD4|OAS3|IKBKE|TBK1|DCST1|CD24A|PALM3|OTOP1|IRAK2|NLRC5|ARG1|TRAF2|IL1RN|SAMHD1|MAVS|MUL1|C1QTNF4|TSLP|TRIM32|RABGEF1|LAPTM5|CNOT7|NR1H4|ECM1|TRIM6|OAS1A|OAS1F|CXCR4|NOL3|TICAM2|PAFAH1B1|PTPRC|AXL|SPHK1|SLIT2|YTHDF2|SLIT3|CASP1|OAS1G|PPP2CB|VRK2|OAS1E|HIF1A|PYCARD|SOCS1|TREX1|PADI2|EDN1|GFI1|IRAK1|GAS6|IRF3|STAT2|DNAJA3|PIAS4|IRGM1|CDC37|CAV1|FADD|PARP14|WNT5A|HIPK1|OAS1D|LSM14A|IGTP|ADAM17|IRAK3|ANGPT1|CCL5|IL7|TNFRSF1A|IL1R1|CYLD|RIPK1|RFFL|SYK|APOA1|OAS1C|F2RL1|OAS1H|CD300LF|METTL3|SHARPIN|CPNE1|CSF1|TTLL12|NKIRAS2|IL6ST|PELI3|ADIPOQ|BIRC7|ROBO1|SPATA2|YTHDF3|PTPRF|TXK|STAP1|NKIRAS1|TREM2|ADAR|TRIM44|HSP90AB1|RIPK2|CREBRF|OTULIN|ISG15|PARP9|SIGIRR|IRF7|CD74|UBE2K|IL1R2|GPS2|MED1|SH2B3|PRKN|IL36RN","regulation of cytokine-mediated signaling pathway","127","ENR","GO:0001959","-1.0","7.08610606944382E-10","GO:0001959","false","GO:0001959"
"1","-0.9999999987539936",,"6.05667449635555E-8",,"NCKAP1L|KLRH1|FCER2A|SH2D1A|SLAMF6|CFH|SH2D1B2|CD5L|H2-M3|STX7|NOS2|PIK3R6|SERPINB9B|SERPINB9C|XCL1|TAP2|OGA|GIMAP3|ARG1|CXCL1|CLEC2D|CLEC12B|BAD|KLRD1|TAP1|RASGRP1|SERPINB9F|PVR|SERPINB9|RAET1E|SERPINB9D|SERPINB9G|B2M|H2-K1|ULBP1|SERPINB9E|LGALS9|H2-T23|HAVCR2|IL4|SERPINB9H|H2-D1|IL23A|SLC22A13|DNASE1|KLRB1B|DNASE1L3|CD55|MR1|P2RX7|LAMP1|PTPRC|IL21|STAT5B|TYROBP|CXCL5|CRK|LAG3|KLRC1|STAT5A|CYRIB|RIPK3|SPI1|LEP|CEACAM1|IL18RAP|IL12B|CADM1|CCR5|IFNG|CLEC7A|AP1G1|ARRB2|BCL2L11|AGER|KLRC3|IL7R|CD226|VAV1|FADD|NECTIN2|H2-EA|BCL2L1|IL12A|IL13|SYK|F2RL1|PPP3CB|CD59A|GFER|CRTAM|KLRE1|PRF1|KLRK1|CD160|KLRC2|POMC|GIMAP5|STAP1|CCL2|HSPA8|CR1L|HSP90AB1|IGF2|CX3CR1|CD59B","regulation of cell killing","106","ENR","GO:0031341","-1.0","1.24600638118227E-9","GO:0031341","false","GO:0031341"
"9","-0.9999948179750038",,"1.05336435377515E-4",,"IFITM2|IFNL3|TNF|ZC3HAV1|OASL1|N4BP1|LTF|OAS3|IFITM7|OAS2|GRK2|MIR24-1|NUCKS1|STAU1|MAVS|EIF2AK4|RNASEL|PROX1|DDX3X|PARP10|SLPI|CNOT7|RAB5A|TRIM38|D1PAS1|TMEM39A|TRIM6|RAB29|TASOR|PDE12|OAS1A|LARP1|OAS1F|SRPK1|ISG20|MIR93|PPID|FKBP6|BST2|MX2|STOM|TOP2A|HMGA2|OAS1G|OAS1E|ATG16L1|BCL2|KPNA6|CCNK|PCBP1|SRPK2|PPIA|NOTCH1|RESF1|MORC2A|GAS6|ATG7|AICDA|INPP5K|MPHOSPH8|CDC42|FBXL2|TRIM28|PPIB|CCL8|OASL2|GM7879|APOBEC3|ATG5|PLSCR1|NR5A2|PPIH|TBC1D20|MIR24-2|TMEM41B|ROCK2|OAS1D|ATG16L2|VAPA|CCL5|FMR1|IFI27|ILF3|SHFL|RAD23A|OAS1C|OAS1H|FAM111A|IFNB1|PKN2|ADARB1|MIR378A|BANF1|RSAD2|YTHDC2|HACD3|VAPB|SMARCB1|IFITM1|IFITM3|TARBP2|GM45717|HSPA8|ADAR|PPARA|IFI204|VCP|IFI206|IFI207|DDB1|EIF2AK2|PPIE|CCL12|EEA1|ISG15|ZNFX1|PI4KA|TOP2B|MORC2B|PHB|PCBP2|ZFP809|IFIH1|PRKN|ZC3H12A|IFITM6","viral genome replication","126","ENR","GO:0019079","-1.0","5.18202499621049E-6","GO:0019079","false","GO:0019079"
"1","-0.9999999281988907",,"2.29353257780272E-6",,"KLRH1|FCER2A|BCL2L11|SH2D1A|SLAMF6|SH2D1B2|CD5L|H2-M3|KLRC3|STX7|CD226|NOS2|VAV1|FADD|NECTIN2|XCL1|TAP2|OGA|GIMAP3|H2-EA|ARG1|CXCL1|BAD|KLRD1|RASGRP1|PVR|IL12A|RAET1E|B2M|H2-K1|ULBP1|H2-T23|H2-D1|IL23A|SLC22A13|SYK|F2RL1|MR1|P2RX7|LAMP1|CRTAM|PTPRC|IL21|KLRE1|PRF1|KLRK1|CD160|KLRC2|STAT5B|POMC|TYROBP|GIMAP5|STAP1|CCL2|HSPA8|LAG3|KLRC1|STAT5A|CYRIB|SPI1|IL18RAP|IL12B|CADM1|CCR5|IFNG|CLEC7A|AP1G1","positive regulation of cell killing","67","ENR","GO:0031343","-1.0","7.18011093229832E-8","GO:0031343","false","GO:0031343"
"7","-0.9999983983849507",,"3.62818940878217E-5",,"IFI35|IL6|POLR3F|POLR3C|SLAMF6|LBP|H2-M3|HPX|TNFRSF11A|ZBP1|LTA|IKBKE|TBK1|XCL1|TLR2|GIMAP3|POLR3B|NLRC5|CARD9|GPSM3|POLR3G|RASGRP1|MAVS|TRIM62|AIM2|NLRC4|TLR8|SIN3A|UCN|RNF31|TSLP|LGALS9|AOC3|NLRP10|HSPD1|IL1RL1|FFAR2|ADORA2B|CYBA|TRIM6|IFI205|TOMM70A|IL21|SUCNR1|PTGER4|SNX4|STING1|LRSAM1|PYCARD|MNDAL|LAG3|KLRC1|STAT5A|RBM14|TRIM30A|ZCCHC3|GBP5|SPI1|ZP3|IRF3|CX3CL1|MDK|IDO1|AP1G1|KARS|NPPA|ABCC1|PLSCR1|MEF2C|IL1B|KLRC3|CD226|VAV1|IRGM1|NFKBIZ|OPTN|IGTP|PLCG2|TRPV4|LDLR|CLNK|NPY5R|CCL5|CNR1|FFAR3|HMGB1|TLR9|CD81|SREBF1|SNCA|CCR7|UNC13B|NOD1|CCK|KLRE1|VAMP8|KLRC2|TLR4|ITGA2|TXK|CD47|IFI204|IFI207|PARK7|FCER1G|RIPK2|PSPC1|NONO|ZNFX1|IFI203|PARP9|IFI209|IFI208|CLOCK|IFI214|IFI213|CTSS|TNFSF18|CCN4|MED1|EREG|DDT|NFKBIA|TASL|HSP90AA1|XRCC6|FEM1A|MMP12|TNF|SH2D1A|CRH|SH2D1B2|IL33|PGC|CD24A|KLK7|KLK5|GJA1|ARG1|CXCL1|CCR2|KLRD1|EGFR|PVR|TREM3|RAET1E|TLR6|PDE2A|MATR3|ULBP1|NUPR1|HAVCR2|CCKBR|NOD2|TRIM12C|PDE5A|TRIM30D|HMGB2|ACE|LAMP1|TRIM5|CD28|TNFSF4|CDK19|PLA2G4A|SLC15A4|CEBPB|EDNRA|AKIRIN2|S100A8|STAT5B|TLR3|S100A9|TYROBP|CGAS|TRIM12A|CCL3|SFPQ|LILRA5|NINJ1|OSM|CCL24|FCER1A|MMP8|IL18RAP|IL12B|CADM1|CCR5|IFNG|CLEC7A|BTK|HYAL2|AGER|PTGS2|TAC1|FADD|NECTIN2|WNT5A|FGFR1|LSM14A|HEXIM1|MAPK3|IL12A|TNIP1|PIK3CG|CCL1|XRCC5|TNFRSF1A|RPS19|ETS1|RIPK1|SYK|FCGR1|POLR3D|F2RL1|IL16|PRKDC|TNFSF11|PLA2G3|CRTAM|GPRC5B|GRN|LPL|IL17RB|SERPINE1|KLRK1|CEBPA|APP|CD160|TTBK1|POMC|COCH|GIMAP5|NAPEPLD|STAP1|CTSC|TREM2|TAFA3|NMI|IFI206|FABP4|GPR4|SETD4|C2CD4A|CLEC4N|ALOX5AP|RIOK3|LRRK2|C2CD4B|IL17RA|IRF7|PQBP1|CD74|UBE2K|DPP4|TRADD|JAK2|IFI202B|IFI211|PDCD4|FCNB|C3|FCNA|ADAM8|PENK","positive regulation of defense response","265","ENR","GO:0031349","-1.0","1.60161504919719E-6","GO:0031349","false","GO:0031349"
"13","-0.9989248494883652",,"0.0155099131871958",,"IFI35|RNF125|BLK|CACTIN|LBP|SKAP1|IRF1|LTF|OTUD4|ITK|IRAK2|CD180|RC3H1|CBLB|CD86|TNFRSF21|BTNL2|DDX3X|RNF31|MS4A1|MS4A2|LGALS9|RABGEF1|HSPD1|NR1H4|CTLA4|D1PAS1|ZAP70|CYBA|RAB29|UBQLN1|UBE2N|RC3H2|PSEN1|BCL10|SLC46A2|STOML2|STK11|FER|EIF2B5|PLEKHA1|TEC|EZR|CLEC4E|BAX|KLRC1|PHB2|CD22|PTPN6|CD19|EIF2B2|IRF4|KIT|CD3E|VTCN1|PLSCR1|PLSCR2|TLR12|CRKL|MALT1|PRAM1|KLRC3|CD226|IRGM1|TESPA1|NFKBIZ|CARD11|IGTP|NFKBID|THEMIS2|CD79B|LAT2|SHB|HMGB1|IL20RB|TLR1|TLR9|TICAM1|CD300LF|DUSP22|PIGR|EIF2B3|THEMIS|ZFP683|KLRE1|KLRC2|TXK|GATA3|CD47|NFAM1|CR1L|FCER1G|FCGR4|TNIP2|BLNK|BTNL1|ADA|CLPB|GPR108|USP15|PUM2|SEC14L1|NFKBIA|SLC15A3|PIK3AP1|TASL|BPIFB1|FCHO1|C1QBP|ALPK1|SMPDL3B|REG3G|RPS6KA3|MAPKAPK3|LRRC14|ZDHHC5|TKFC|GRAMD4|COLEC12|UNC93B1|DDX60|EPG5|OASL1|S100A14|TNIP3|LGR4|TIFA|IGLL1|ESR1|GM6377|TRBC1|TREML4|TRBC2|TLR11|IGHG2C|TSPAN6|IGHG3|CD300LD3|IGHV5-2|WDFY1|IGHV2-6-8|IGHV7-3|IGHV7-2|IGHV4-1|IGHV16-1|IGHV7-1|IGHV14-4|IGHV7-4|IGHV13-2|IGHV3-6|IGHV3-8|IGHV12-3|PTGS2OS|IGHV6-3|IGHV6-6|IGHV15-2|IGHV1-18|IGHV1-47|IGHV1-49|IGHV8-12|IGHV8-13|TRDV4|IGLC2|PRNP|IGHV6-7|SKINT1|BTNL6|HAVCR2|IGHV3-1|IGHV1-53|IGHV1-76|IGHV1-34|IGHV3-3|IGHV1-36|IGHV1-80|IGHV1-61|IGHV1-64|IGHV9-2|IGHV1-74|IGHV5-15|IGHV2-3|IGHV6-4|IGHV5-16|IGHV1-50|IGHV1-24|IGHV9-4|IGHV1-69|IGHV8-6|IGHV14-1|IGHV11-1|IGHV1-26|IGHV1-22|IGHV1-42|IGHV1-81|IGHV1-9|IGHV1-54|IGHV1-56|IGHV5-6|IGHA|IGHV8-9|IGHV1-82|TYROBP|IGHV1-39|IGHV8-11|BCL2|IGHV1-59|IGHV1-7|IGHV1-52|IGHV5-9-1|DGKZ|IGHV5-9|IGHV1-12|IGHV5-12|IGHV1-4|IGHV1-66|BRAF|IGHV1-16|FLOT1|IGHV2-9-1|IGHV5-17|IGHV14-2|NINJ1|IGHV1-55|IGHV5-4|DUSP3|IGHV14-3|IGHV10-3|IGHV1-20|IGHV1-43|IGHV1-67|IGHV1-58|IGHV1-37|FCER1A|IGHV10-1|IGHV1-75|IGHV1-72|TNFAIP3|IGHV1-62-2|ARRB2|IGHV11-2|IGHV1-85|IGHV1-78|IGHV8-4|IGHV6-5|IGHV1-19|IGHV1-77|IGHV9-3|IGHV2-2|IGHV2-5|AP3B1|IGHV1-5|IGHV1-71|IGHV2-9|IGHV1-31|MAPKAPK2|IGHV2-6|IGHV1-63|IGHV1-62-3|IGHV9-1|IGHV2-7|NECTIN2|BCL2A1D|LSM14A|IGHV8-2|IGHV8-5|IGHV1-11|IGHV5-12-4|IGHV1-15|IGHV1-23|IRAK3|IGHV3-4|MAPK1|IGHD|IGHV8-8|TRDC|PTPRS|TNIP1|IGLC1|IGLC4|IKBKG|SH2B2|CACNB4|PDE4B|APPL2|CD247|MYO1G|TRAF3|BMX|SYK|FCGR1|OAS1C|F2RL1|OAS1H|KLHL6|UFD1|RSAD2|RTN4|DHX58|APP|PLCL2|BTNL10|CMKLR1|PDE4D|ERBIN|TREM2|PJA2|PRKCH|FYB|CLEC4N|APPL1|GCSAM|THEMIS3|RIOK3|EIF2B1|SPPL3|CD276|USP12|GPR33|IRF7|FPR1|FCRL5|LY96|FPR-RS4|FPR2|KCNN4|USP46|FPR-RS3|FPR-RS6|FCNB|FPR-RS7|IFIH1|FYB2|BTN2A2|FPR3|PTPRJ|FCNA|PVRIG|ANKRD17|HRAS|NCKAP1L|BAG6|ERMAP|GPATCH3|ZC3HAV1|NLRX1|OAS3|TLR2|SKINT2|ABL1|ELF1|MAVS|LPXN|NPLOC4|BTNL9|DDX58|TLR8|PTPN22|UBASH3A|NFKBIL1|TRIL|LACC1|SKINT10|SKINT7|LAPTM5|LRRC19|SKINT9|TRIM15|FFAR2|CD14|TLR5|RAB7B|OAS1A|OAS1F|SKINT4|TICAM2|DENND1B|SKINT11|BTNL4|OAS1G|OAS1E|RPS3|SKINT3|ARF6|TRIM30A|ZCCHC3|SKINT8|SKINT6|NR1H3|GM36028|IRAK1|CD36|IRF3|TYRO3|TIRAP|MEF2C|CSK|CTSH|MYD88|CAV1|PRKCB|TLR13|PLCG2|CD300A|TRAT1|CACNB3|CYLD|BCAR1|THY1|CD81|NR1D1|CCR7|NOD1|PUM1|NLRP6|PHPT1|TLR4|RAB11FIP2|RAPGEF1|KHDRBS1|BTLA|CD38|RIPK2|PRKD2|EIF2B4|INAVA|LYN|GPS2|ZC3H12A|OSCAR|TNF|TLR7|SH2D1A|PRKCE|PTPN2|RELA|CLEC12B|KLRD1|C5AR1|CMTM3|TLR6|LAX1|DAB2IP|TRAF6|NOD2|SCIMP|CD40|NFATC2|SLA2|CD28|PTPRC|LCK|SLC15A4|GM49339|NR4A3|TLR3|FYN|SARM1|RAP1A|MFHAS1|FOXP3|GFI1|CEACAM1|C5AR2|FOXP1|IFNG|CLEC7A|BTK|PLCG1|LILR4B|LILRB4A|GPLD1|PDPK1|OAS1D|NOP53|WNK1|PELI1|RNF135|CLEC2I|PAWR|VAV3|RFTN1|CLEC4D|KLRK1|CD160|LIME1|STAP1|C3AR1|NMI|BTN1A1|ICOSL|RBCK1|OTULIN|LCP2|NEPN|CD79A|PHB|CD33|SLC39A10","immune response-regulating signaling pathway","498","ENR","GO:0002764","-1.0","0.00107515051163477","GO:0002764","false","GO:0002764"
"4","-0.9995510816470498",,"0.00711901728508374",,"POU2AF1|IL6|RNF125|MMP12|TKFC|TLR7|GPATCH3|DDX60|ZC3HAV1|OASL1|IRGM1|NLRX1|TSPAN6|OAS3|IKBKE|LSM14A|IGTP|ARF1|NOP53|MAVS|IL12A|NPLOC4|SMAD3|DDX58|FMR1|EXT1|DDX3X|MAPK11|LGALS9|MAPK14|ATF2|TRIM15|RNF135|D1PAS1|VWCE|TRIM6|IFNB1|UFD1|TOMM70A|IL21|TGFB1|PUM1|WDFY4|RRP1B|GSDME|DHX58|NFKB1|TLR3|HIF1A|ADAR|CXCL10|BAX|ZCCHC3|LGALS8|GBF1|PHB2|CCL19|RIOK3|GLI2|CLPB|PHB|CHUK|IRF3|USP15|PUM2|SEC14L1|IFIH1|ZC3H12A|POU2F2|HSP90AA1|C1QBP|ANKRD17|PENK","cellular response to virus","73","ENR","GO:0098586","-1.0","4.48918352950272E-4","GO:0098586","false","GO:0098586"
"5","-0.9999070173089316",,"0.00169031948966645",,"REG3G|ANG4|CCL20|NTS|ANG|REG2|ANG6|LTF|CXCL14|KNG1|PGC|KLK7|KLK5|REG3D|PPBP|PLA2G1B|CXCL1|FAU|DEFA39|DEFA17|DEFA38|HAMP|DEFA37|DEFB21|DEFA3|DEFA31|CXCL2|RPL30|DEFA23|DEFA21|HAMP2|DEFA26|DEFA43|TSLP|KNG2|DEFA42|B2M|AY761185|DEFA35|DEFA36|DEFA34|DEFA25|DEFA24|DEFA32|ADM|DEFA20|NPPB|GM13306|DEFA28|IL17A|NOD2|DEFA40|DEFA30|KRT6A|CCL28|DEFA41|DEFA27|CCL27B|CXCL13|CXCL15|CXCL3|RNASE6|NPY|BPIFA1|BPIFA5|CXCL9|S100A9|F2|CXCL5|CXCL10|GM13304|HMGN2|DEFB22|CCL22|CCL17|IL17F|GM5849|PGLYRP1|PGLYRP3|CCL8|PGLYRP4|CCL21D|REG3A|CCL21A|CCL21B|GAPDH|GM10591|SPAG11A|CXCL12|TAC1|HRG|FAM3A|REG1|ROMO1|REG3B|GALP|CCL1|PF4|LEAP2|DEFB1|RPS19|ELANE|GM10282|APP|CAMP|BPI|POMC|CCL25|GM45826|RPL39|SPINK5|CCL12|ANG2|ANG5|SPAG11B","antimicrobial humoral immune response mediated by antimicrobial peptide","115","ENR","GO:0061844","-1.0","9.29826910684136E-5","GO:0061844","false","GO:0061844"
"1","-0.9974494244459609",,"0.0343559454146478",,"SH2D1A|SLAMF6|SH2D1B2|H2-M3|KLRC3|CD226|VAV1|PIK3R6|SERPINB9B|SERPINB9C|NECTIN2|TAP2|GIMAP3|CLEC2D|CLEC12B|KLRD1|TAP1|RASGRP1|SERPINB9F|PVR|IL12A|SERPINB9|RAET1E|SERPINB9D|SERPINB9G|ULBP1|SERPINB9E|LGALS9|HAVCR2|SERPINB9H|KLRB1B|GFER|LAMP1|CRTAM|IL21|KLRE1|KLRK1|CD160|KLRC2|STAT5B|GIMAP5|CRK|LAG3|KLRC1|STAT5A|LEP|IGF2|CEACAM1|IL18RAP|IL12B|CADM1|AP1G1|ARRB2","regulation of natural killer cell mediated cytotoxicity","53","ENR","GO:0042269","-1.0","0.00255057555403915","GO:0042269","false","GO:0042269"
"3","-0.999832184158702",,"0.00288643247032544",,"TREM2|H2-DMB2|PYCARD|H2-DMA|CTSE|FCER1G|H2-AB1|MARCHF1|H2-EB1|H2-OA|B2M|CD74|H2-OB|CTSS|H2-DMB1|H2-EA|H2-EB2|IFI30|H2-AA|MARCHF8|TRAF6|PIKFYVE","antigen processing and presentation of peptide antigen via MHC class II","22","ENR","GO:0002495","-1.0","1.67815841297991E-4","GO:0002495","false","GO:0002495"
"6","-0.9999999997671147",,"1.33520869512652E-8",,"IL6|CACTIN|MMP12|XIAP|PTPN2|HPX|CCDC3|ZBP1|USP18|TRAIP|OTUD4|OAS3|IKBKE|TBK1|DCST1|CD24A|PALM3|OTOP1|TLR2|IRAK2|NLRC5|ARG1|TRAF2|DHX9|IL1RN|SAMHD1|MAVS|MUL1|DDX58|C1QTNF4|TSLP|TRIM32|RABGEF1|LAPTM5|CNOT7|NR1H4|ECM1|TRIM6|OAS1A|OAS1F|CXCR4|NOL3|TICAM2|PAFAH1B1|PTPRC|AXL|SPHK1|SLIT2|YTHDF2|SLIT3|CASP1|OAS1G|PPP2CB|VRK2|OAS1E|HIF1A|PYCARD|MAPK7|SOCS1|TREX1|TLE5|PADI2|EDN1|GFI1|IRAK1|GAS6|IRF3|STAT2|DNAJA3|PIAS4|MAP2K5|IRGM1|CDC37|CAV1|FADD|PARP14|WNT5A|HIPK1|OAS1D|LSM14A|IGTP|ADAM17|IRAK3|ANGPT1|KLF4|CCL5|IL7|TNFRSF1A|IL1R1|CYLD|RIPK1|RFFL|SYK|APOA1|OAS1C|F2RL1|OAS1H|CD300LF|METTL3|SHARPIN|CPNE1|CSF1|TTLL12|NKIRAS2|IL6ST|PELI3|ADIPOQ|BIRC7|ROBO1|SPATA2|TLR4|YTHDF3|PTPRF|TXK|STAP1|NKIRAS1|TREM2|ADAR|TAF9|AK6|TRIM44|HSP90AB1|RIPK2|CREBRF|OTULIN|ISG15|PARP9|SIGIRR|IRF7|CD74|UBE2K|IL1R2|GPS2|MED1|SH2B3|IFIH1|PRKN|IL36RN","regulation of response to cytokine stimulus","138","ENR","GO:0060759","-1.0","2.32885237522067E-10","GO:0060759","false","GO:0060759"
